"Department","Urban/Rural","Sex","Age","Indiginous","Civil_Status","Residence_2016","Department_2016","Country_2016","Reason","Info_status","Employment_type","Income","Education","Occupation","Pay_frequency","Monthly_Income"
"Oruro","Rural","Male",80,"Does not belong","Widowed","Elsewhere in the country","Cochabamba",NA,"Health","Retired",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Female",33,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,NA,NA,"Self-Employed",300,"Incomplete Primary","Construction/Manufacturing Industry Workers","Daily",9000
"Oruro","Rural","Male",26,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Health",NA,"Unpaid Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Rural","Male",12,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,NA,"Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",7,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,NA,"Student",NA,NA,"None",NA,NA,NA
"Oruro","Rural","Female",27,"Does not belong","Married","Elsewhere in the country","Oruro",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Male",30,"Does not belong","Separated","Abroad","","Chile","Family Reason",NA,"Self-Employed",450,"Complete Secondary","Installation/Machinery Operators","Weekly",1800
"Oruro","Rural","Male",58,"Belongs","Separated","Abroad","","Chile","Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Primary","Construction/Manufacturing Industry Workers",NA,NA
"Oruro","Rural","Female",38,"Does not belong","Married","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Oruro","Rural","Female",37,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Job Search","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Rural","Female",13,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Complete Primary",NA,NA,NA
"Oruro","Rural","Male",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Work Transfer",NA,"Self-Employed",NA,"Higher Education","Installation/Machinery Operators",NA,NA
"Oruro","Rural","Female",21,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Work Transfer","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Rural","Female",12,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",10,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Female",36,"Belongs","Single","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",12500,"Higher Education","Agriculture, Livestock, Fishing and Others","Annually",1041.66666666667
"Oruro","Rural","Male",30,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Self-Employed",10000,"Complete Secondary","Agriculture, Livestock, Fishing and Others","Bi-annually",1666.66666666667
"Oruro","Rural","Female",23,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",250,"Complete Secondary","Service Workers/Merchants","Weekly",1000
"Oruro","Rural","Female",5,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Oruro","Rural","Female",37,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",280,"Higher Education","Service Workers/Merchants","Daily",8400
"Oruro","Rural","Female",13,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Male",7,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"None",NA,NA,NA
"Oruro","Rural","Female",40,"Does not belong","Separated","Abroad","","Brasil","Family Reason",NA,"Self-Employed",400,"Incomplete Primary","Service Workers/Merchants","Daily",12000
"Oruro","Rural","Male",12,"Does not belong","Single","Abroad","","Brasil","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",10,"Does not belong",NA,"Abroad","","Brasil","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",26,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,NA,NA,"Unpaid Laborer",NA,"Higher Education","Agriculture, Livestock, Fishing and Others",NA,NA
"Oruro","Rural","Female",32,"Does not belong","Married","Elsewhere in the country","Oruro",NA,NA,"Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Oruro","Rural","Female",8,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",6,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Oruro","Rural","Female",25,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",500,"Complete Secondary","Service Workers/Merchants","Monthly",500
"Oruro","Rural","Male",5,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Oruro","Rural","Male",51,"Does not belong","Married","Abroad","","Argentina","Family Reason",NA,"Production coop member",10000,"Higher Education","Installation/Machinery Operators","Monthly",10000
"Oruro","Rural","Female",53,"Does not belong","Married","Abroad","","Argentina","Family Reason",NA,"Self-Employed",50,"Complete Secondary","Service Workers/Merchants","Weekly",200
"Oruro","Rural","Male",22,"Does not belong","Single","Elsewhere in the country","Oruro",NA,NA,"Student",NA,NA,"Higher Education",NA,NA,NA
"Oruro","Rural","Male",26,"Does not belong","Single","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Oruro","Rural","Male",46,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",5000,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others","Annually",416.666666666667
"Oruro","Rural","Female",42,"Does not belong","Married","Elsewhere in the country","Oruro",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Oruro","Rural","Male",41,"Does not belong","Married","Elsewhere in the country","Oruro",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Rural","Female",11,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",62,"Belongs","Married","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",2600,"Higher Education","Agriculture, Livestock, Fishing and Others","Quarterly",866.666666666667
"Oruro","Rural","Female",64,"Belongs","Married","Elsewhere in the country","Oruro",NA,"Family Reason","Retired",NA,NA,"Higher Education",NA,NA,NA
"Oruro","Rural","Male",62,"Belongs","Married","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Self-Employed",700,"Complete Primary","Agriculture, Livestock, Fishing and Others","Bi-monthly",350
"Oruro","Rural","Female",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,NA,"Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Male",8,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Female",6,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Oruro","Rural","Male",26,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",80,"Incomplete Secondary","Unskilled Workers","Daily",2400
"Oruro","Rural","Male",9,"3. No soy boliviana o boliviano",NA,"Abroad","","Brasil","Health","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Female",34,"Does not belong","Widowed","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Scientific and Intellectual Professionals",NA,NA
"Oruro","Rural","Female",16,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Health","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Male",11,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",9,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Oruro","Rural","Male",15,"Does not belong","Single","Elsewhere in the country","Oruro",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Oruro","Rural","Male",54,"Does not belong","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Oruro","Rural","Male",32,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Work Transfer",NA,"Self-Employed",1500,"Complete Secondary","Installation/Machinery Operators","Weekly",6000
"Oruro","Rural","Female",28,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Oruro","Rural","Female",5,"Does not belong",NA,"Elsewhere in the country","Oruro",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Potosí","Urban","Male",30,"Belongs","Married","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Primary","Installation/Machinery Operators",NA,NA
"Potosí","Urban","Female",23,"Belongs","Married","Elsewhere in the country","Chuquisaca",NA,"Job Search","Stay-at-Home",NA,NA,"None",NA,NA,NA
"Potosí","Urban","Male",7,"Belongs",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Potosí","Urban","Female",5,"Belongs",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Potosí","Urban","Male",26,"Does not belong","Married","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Non-salaried employer/partner",5000,"Complete Secondary","Mid-Level Technicians","Monthly",5000
"Potosí","Urban","Female",16,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search","Stay-at-Home",NA,NA,"Complete Primary",NA,NA,NA
"Potosí","Urban","Male",28,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Job Search",NA,"Non-salaried employer/partner",3800,"Complete Secondary","Construction/Manufacturing Industry Workers","Monthly",3800
"Potosí","Urban","Female",29,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Job Search","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Potosí","Urban","Male",33,"Belongs","Commonlaw Marriage","Abroad","","Argentina","Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Installation/Machinery Operators",NA,NA
"Potosí","Urban","Male",28,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Installation/Machinery Operators",NA,NA
"Potosí","Urban","Male",30,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,"Other Reason (Specify)",NA,NA,NA,"Higher Education",NA,NA,NA
"Potosí","Urban","Male",25,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Health",NA,"Self-Employed",170,"Complete Secondary","Installation/Machinery Operators","Daily",5100
"Potosí","Urban","Female",23,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",600,"Incomplete Secondary","Unskilled Workers","Monthly",600
"Potosí","Urban","Male",29,"Does not belong","Single","Elsewhere in the country","Tarija",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Unskilled Workers",NA,NA
"Potosí","Urban","Male",31,"Does not belong","Single","Elsewhere in the country","Tarija",NA,"Job Search",NA,"Self-Employed",3100,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Monthly",3100
"Potosí","Urban","Female",28,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Potosí","Urban","Female",76,"Belongs","Widowed","Elsewhere in the country","Potosí",NA,"Family Reason","Elderly",NA,NA,"Complete Primary",NA,NA,NA
"Potosí","Urban","Female",23,"Does not belong","Separated","Elsewhere in the country","Potosí",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Potosí","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","Potosí",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Potosí","Urban","Male",28,"Does not belong","Married","Abroad","","Brasil","Family Reason",NA,"Self-Employed",6500,"Complete Secondary","Construction/Manufacturing Industry Workers","Monthly",6500
"Potosí","Urban","Female",26,"Does not belong","Married","Abroad","","Brasil","Family Reason",NA,"Unpaid Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Potosí","Urban","Female",7,"Does not belong",NA,"Abroad","","Brasil","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Potosí","Urban","Female",15,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Education","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Potosí","Urban","Male",25,"Belongs","Single","Elsewhere in the country","Potosí",NA,"Education",NA,"Self-Employed",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Potosí","Urban","Female",26,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,NA,NA,NA,NA,"Higher Education",NA,NA,NA
"Potosí","Urban","Male",42,"Belongs","Married","Elsewhere in the country","Potosí",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Potosí","Urban","Female",35,"Belongs","Married","Elsewhere in the country","Potosí",NA,"Family Reason",NA,"Self-Employed",4000,"Higher Education","Scientific and Intellectual Professionals","Monthly",4000
"Potosí","Urban","Male",23,"Belongs","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Family Reason",NA,"Self-Employed",1080,"Complete Secondary","Installation/Machinery Operators","Weekly",4320
"Potosí","Urban","Female",24,"Belongs","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Complete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Potosí","Urban","Female",6,"Does not belong",NA,"Elsewhere in the country","Potosí",NA,"Family Reason",NA,NA,NA,"Incomplete Primary",NA,NA,NA
"Potosí","Urban","Male",28,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Self-Employed",20000,"Higher Education","Service Workers/Merchants","Monthly",20000
"Potosí","Urban","Female",26,"Belongs","Single","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Potosí","Urban","Female",24,"Belongs","Single","Elsewhere in the country","Oruro",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Potosí","Urban","Male",75,"Belongs","Widowed","Elsewhere in the country","Potosí",NA,"Family Reason","Elderly",NA,NA,"Complete Primary",NA,NA,NA
"Potosí","Urban","Female",42,"Belongs","Separated","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Self-Employed",500,"Complete Secondary","Service Workers/Merchants","Weekly",2000
"Potosí","Urban","Male",20,"Belongs","Single","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Potosí","Urban","Male",24,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Education","Student",NA,NA,"Higher Education",NA,NA,NA
"Potosí","Urban","Male",40,"Does not belong","Commonlaw Marriage","Abroad","","Argentina","Family Reason",NA,"Self-Employed",600,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Weekly",2400
"Potosí","Urban","Female",40,"Does not belong","Commonlaw Marriage","Abroad","","Argentina","Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Potosí","Urban","Male",6,"Does not belong",NA,"Abroad","","Argentina","Family Reason",NA,NA,NA,"None",NA,NA,NA
"Potosí","Urban","Male",5,"Does not belong",NA,"Abroad","","Argentina","Family Reason",NA,NA,NA,"None",NA,NA,NA
"Potosí","Urban","Male",29,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unpaid Laborer",NA,"Complete Secondary","Unskilled Workers",NA,NA
"Potosí","Urban","Male",46,"Does not belong","Married","Elsewhere in the country","Tarija",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Potosí","Urban","Male",42,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",150,"Complete Secondary","Installation/Machinery Operators","Daily",4500
